Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K40_sum', k=40, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.774331, train acc: 0.433428, train avg acc: 0.257779
Train 33, loss: 1.551110, train acc: 0.913172, train avg acc: 0.864912
Test 33, loss: 1.504538, test acc: 0.915316, test avg acc: 0.864413
Train 34, loss: 1.543187, train acc: 0.920195, train avg acc: 0.878365
Test 34, loss: 1.505788, test acc: 0.904376, test avg acc: 0.853419
Train 35, loss: 1.533521, train acc: 0.922435, train avg acc: 0.880725
Test 35, loss: 1.499646, test acc: 0.913695, test avg acc: 0.873872
Train 36, loss: 1.528977, train acc: 0.922435, train avg acc: 0.881686
Test 36, loss: 1.483399, test acc: 0.918558, test avg acc: 0.877622
Train 37, loss: 1.520680, train acc: 0.927728, train avg acc: 0.887455
Test 37, loss: 1.481549, test acc: 0.919368, test avg acc: 0.876285
Train 38, loss: 1.516576, train acc: 0.927423, train avg acc: 0.885803
Test 38, loss: 1.478418, test acc: 0.914911, test avg acc: 0.869128
Train 39, loss: 1.512426, train acc: 0.931393, train avg acc: 0.893980
Test 39, loss: 1.482184, test acc: 0.918152, test avg acc: 0.880337
Train 40, loss: 1.502344, train acc: 0.933530, train avg acc: 0.896844
Test 40, loss: 1.473690, test acc: 0.920178, test avg acc: 0.874500
Train 41, loss: 1.504040, train acc: 0.935770, train avg acc: 0.899449
Test 41, loss: 1.479242, test acc: 0.917342, test avg acc: 0.879750
Train 42, loss: 1.498821, train acc: 0.937704, train avg acc: 0.904223
Test 42, loss: 1.469469, test acc: 0.918963, test avg acc: 0.872872
Train 43, loss: 1.493303, train acc: 0.938314, train avg acc: 0.901081
Test 43, loss: 1.472137, test acc: 0.923420, test avg acc: 0.882663
Train 44, loss: 1.490495, train acc: 0.941470, train avg acc: 0.909400
Test 44, loss: 1.468500, test acc: 0.921799, test avg acc: 0.880413
Train 45, loss: 1.488268, train acc: 0.940350, train avg acc: 0.907485
Test 45, loss: 1.468436, test acc: 0.922609, test avg acc: 0.881326
Train 46, loss: 1.482231, train acc: 0.943099, train avg acc: 0.912386
Test 46, loss: 1.464615, test acc: 0.923420, test avg acc: 0.882663
Train 47, loss: 1.487801, train acc: 0.940859, train avg acc: 0.907975
Test 47, loss: 1.470337, test acc: 0.922609, test avg acc: 0.883203
Train 48, loss: 1.482164, train acc: 0.942895, train avg acc: 0.908881
Test 48, loss: 1.465967, test acc: 0.922609, test avg acc: 0.879244
Train 49, loss: 1.487246, train acc: 0.940045, train avg acc: 0.909516
Test 49, loss: 1.470478, test acc: 0.921799, test avg acc: 0.880785
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40_sum', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K40_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.106969, test avg acc: 0.131000
Namespace(aggregation='sum', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40_sum', grid_samp=False, k=40, lr=0.001, model='dgcnn', model_path='checkpoints/K40_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='sum', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40_sum', grid_samp=False, k=40, lr=0.001, model='dgcnn', model_path='checkpoints/K40_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=8, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.923420, test avg acc: 0.882663
