Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=2048, epochs=50, eval=False, exp_name='emb_2048', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.861910, train acc: 0.406963, train avg acc: 0.232572
Train 43, loss: 1.432384, train acc: 0.960505, train avg acc: 0.938712
Test 43, loss: 1.453183, test acc: 0.918152, test avg acc: 0.884203
Train 44, loss: 1.429257, train acc: 0.960912, train avg acc: 0.938168
Test 44, loss: 1.454166, test acc: 0.920989, test avg acc: 0.887076
Train 45, loss: 1.424972, train acc: 0.964169, train avg acc: 0.943366
Test 45, loss: 1.452367, test acc: 0.920583, test avg acc: 0.887872
Train 46, loss: 1.424141, train acc: 0.966307, train avg acc: 0.946047
Test 46, loss: 1.453736, test acc: 0.921394, test avg acc: 0.889953
Train 47, loss: 1.424421, train acc: 0.964475, train avg acc: 0.945137
Test 47, loss: 1.450382, test acc: 0.920989, test avg acc: 0.889622
Train 48, loss: 1.422774, train acc: 0.965187, train avg acc: 0.944544
Test 48, loss: 1.452859, test acc: 0.920583, test avg acc: 0.887453
Train 49, loss: 1.420302, train acc: 0.965086, train avg acc: 0.945628
Test 49, loss: 1.450403, test acc: 0.918152, test avg acc: 0.882750
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='emb_2048', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/emb_2048/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=2048, epochs=250, eval=True, exp_name='emb_2048', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/emb_2048/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.925851, test avg acc: 0.890994
