Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K5_mean', k=5, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.854844, train acc: 0.405029, train avg acc: 0.233720
Test 34, loss: 1.604011, test acc: 0.866694, test avg acc: 0.797442
Train 35, loss: 1.716236, train acc: 0.839577, train avg acc: 0.751528
Test 35, loss: 1.607221, test acc: 0.869935, test avg acc: 0.806953
Train 36, loss: 1.713012, train acc: 0.843139, train avg acc: 0.755983
Test 36, loss: 1.596153, test acc: 0.874797, test avg acc: 0.814355
Train 37, loss: 1.699100, train acc: 0.851588, train avg acc: 0.761599
Test 37, loss: 1.581279, test acc: 0.888169, test avg acc: 0.824465
Train 38, loss: 1.694920, train acc: 0.855456, train avg acc: 0.770616
Test 38, loss: 1.568565, test acc: 0.886953, test avg acc: 0.818727
Train 39, loss: 1.683358, train acc: 0.855558, train avg acc: 0.771153
Test 39, loss: 1.574887, test acc: 0.880875, test avg acc: 0.815227
Train 40, loss: 1.682102, train acc: 0.854540, train avg acc: 0.772346
Test 40, loss: 1.561639, test acc: 0.892220, test avg acc: 0.820669
Train 41, loss: 1.680244, train acc: 0.857695, train avg acc: 0.779932
Test 41, loss: 1.561360, test acc: 0.888979, test avg acc: 0.820983
Train 42, loss: 1.668991, train acc: 0.861767, train avg acc: 0.782695
Test 42, loss: 1.554868, test acc: 0.889789, test avg acc: 0.828680
Train 43, loss: 1.662591, train acc: 0.864821, train avg acc: 0.788130
Test 43, loss: 1.560020, test acc: 0.895867, test avg acc: 0.839924
Train 44, loss: 1.670873, train acc: 0.862785, train avg acc: 0.791068
Test 44, loss: 1.556435, test acc: 0.894652, test avg acc: 0.832762
Train 45, loss: 1.655796, train acc: 0.865941, train avg acc: 0.788659
Test 45, loss: 1.553261, test acc: 0.893436, test avg acc: 0.831262
Train 46, loss: 1.655087, train acc: 0.867060, train avg acc: 0.793027
Test 46, loss: 1.553660, test acc: 0.890600, test avg acc: 0.825343
Train 47, loss: 1.656886, train acc: 0.866144, train avg acc: 0.786962
Test 47, loss: 1.553950, test acc: 0.897083, test avg acc: 0.844680
Train 48, loss: 1.649758, train acc: 0.868994, train avg acc: 0.792329
Test 48, loss: 1.551381, test acc: 0.893841, test avg acc: 0.831262
Train 49, loss: 1.656324, train acc: 0.866348, train avg acc: 0.788849
Test 49, loss: 1.551232, test acc: 0.897488, test avg acc: 0.840634
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K5_mean', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K5_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.767018, test avg acc: 0.688140
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K5_mean', grid_samp=False, k=5, lr=0.001, model='dgcnn', model_path='checkpoints/K5_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.328606, test avg acc: 0.280122
Namespace(aggregation='mean', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K5_mean', grid_samp=False, k=5, lr=0.001, model='dgcnn', model_path='checkpoints/K5_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.897488, test avg acc: 0.840634
