Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='num_1024', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.784173, train acc: 0.429255, train avg acc: 0.254805
Test 46, loss: 1.452641, test acc: 0.923420, test avg acc: 0.886494
Train 47, loss: 1.442507, train acc: 0.957757, train avg acc: 0.933612
Test 47, loss: 1.455154, test acc: 0.918152, test avg acc: 0.879203
Train 48, loss: 1.438126, train acc: 0.958673, train avg acc: 0.935968
Test 48, loss: 1.452272, test acc: 0.922609, test avg acc: 0.884994
Train 49, loss: 1.442358, train acc: 0.958673, train avg acc: 0.936253
Test 49, loss: 1.456446, test acc: 0.920583, test avg acc: 0.883953
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='num_1024', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/num_1024/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.924635, test avg acc: 0.889372
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='num_1024', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/num_1024/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.924635, test avg acc: 0.889372
