Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='monet30', grid_samp=False, k=30, lr=0.001, model='monet', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='monet30', grid_samp=False, k=20, lr=0.001, model='monet', model_path='checkpoints/monet30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='monet30', grid_samp=False, k=30, lr=0.001, model='monet', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.850933, train acc: 0.408998, train avg acc: 0.232490
Train 34, loss: 1.783254, train acc: 0.808937, train avg acc: 0.709380
Test 34, loss: 1.640105, test acc: 0.863047, test avg acc: 0.773564
Train 35, loss: 1.779067, train acc: 0.811482, train avg acc: 0.708065
Test 35, loss: 1.630742, test acc: 0.865883, test avg acc: 0.782715
Train 36, loss: 1.770897, train acc: 0.814027, train avg acc: 0.715519
Test 36, loss: 1.639287, test acc: 0.863047, test avg acc: 0.786058
Train 37, loss: 1.766315, train acc: 0.814027, train avg acc: 0.716545
Test 37, loss: 1.627870, test acc: 0.857780, test avg acc: 0.770099
Train 38, loss: 1.762287, train acc: 0.816063, train avg acc: 0.717717
Test 38, loss: 1.621731, test acc: 0.871556, test avg acc: 0.802558
Train 39, loss: 1.747400, train acc: 0.819625, train avg acc: 0.718697
Test 39, loss: 1.622951, test acc: 0.863857, test avg acc: 0.792308
Train 40, loss: 1.748168, train acc: 0.823493, train avg acc: 0.731391
Test 40, loss: 1.617146, test acc: 0.868720, test avg acc: 0.798593
Train 41, loss: 1.735504, train acc: 0.827056, train avg acc: 0.733108
Test 41, loss: 1.616383, test acc: 0.864263, test avg acc: 0.785343
Train 42, loss: 1.733882, train acc: 0.828379, train avg acc: 0.732227
Test 42, loss: 1.611899, test acc: 0.869125, test avg acc: 0.796756
Train 43, loss: 1.733088, train acc: 0.826954, train avg acc: 0.733651
Test 43, loss: 1.606323, test acc: 0.869530, test avg acc: 0.793924
Train 44, loss: 1.731270, train acc: 0.831840, train avg acc: 0.741408
Test 44, loss: 1.607315, test acc: 0.871961, test avg acc: 0.803343
Train 45, loss: 1.723887, train acc: 0.833876, train avg acc: 0.739337
Test 45, loss: 1.599799, test acc: 0.871961, test avg acc: 0.805512
Train 46, loss: 1.721753, train acc: 0.836217, train avg acc: 0.747640
Test 46, loss: 1.601780, test acc: 0.877229, test avg acc: 0.812593
Train 47, loss: 1.720603, train acc: 0.841307, train avg acc: 0.752074
Test 47, loss: 1.600961, test acc: 0.871961, test avg acc: 0.806302
Train 48, loss: 1.717495, train acc: 0.835403, train avg acc: 0.741631
Test 48, loss: 1.600255, test acc: 0.873987, test avg acc: 0.803669
Train 49, loss: 1.719091, train acc: 0.837744, train avg acc: 0.747802
Test 49, loss: 1.601229, test acc: 0.871556, test avg acc: 0.799506
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='monet30', grid_samp=False, k=20, lr=0.001, model='monet', model_path='checkpoints/monet30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.352917, test avg acc: 0.282291
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='monet30', grid_samp=False, k=30, lr=0.001, model='monet', model_path='checkpoints/monet30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.877229, test avg acc: 0.812634
