Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K10_mean', k=10, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.830152, train acc: 0.410525, train avg acc: 0.240758
Train 21, loss: 1.752503, train acc: 0.828685, train avg acc: 0.737539
Test 21, loss: 1.676208, test acc: 0.836710, test avg acc: 0.778622
Train 22, loss: 1.742143, train acc: 0.831942, train avg acc: 0.741108
Test 22, loss: 1.610800, test acc: 0.871556, test avg acc: 0.809122
Train 23, loss: 1.732812, train acc: 0.840696, train avg acc: 0.753478
Test 23, loss: 1.619712, test acc: 0.867099, test avg acc: 0.804599
Train 24, loss: 1.719825, train acc: 0.840391, train avg acc: 0.754899
Test 24, loss: 1.656107, test acc: 0.860211, test avg acc: 0.791884
Train 25, loss: 1.711124, train acc: 0.848840, train avg acc: 0.769127
Test 25, loss: 1.585461, test acc: 0.890600, test avg acc: 0.828413
Train 26, loss: 1.695608, train acc: 0.851893, train avg acc: 0.767929
Test 26, loss: 1.592389, test acc: 0.878849, test avg acc: 0.823145
Train 27, loss: 1.682762, train acc: 0.859833, train avg acc: 0.785090
Test 27, loss: 1.596342, test acc: 0.879254, test avg acc: 0.809052
Train 28, loss: 1.680379, train acc: 0.859731, train avg acc: 0.782355
Test 28, loss: 1.582708, test acc: 0.888979, test avg acc: 0.824093
Train 29, loss: 1.670603, train acc: 0.867060, train avg acc: 0.795599
Test 29, loss: 1.585007, test acc: 0.886143, test avg acc: 0.814965
Train 30, loss: 1.657756, train acc: 0.869605, train avg acc: 0.797232
Test 30, loss: 1.564597, test acc: 0.887358, test avg acc: 0.828291
Train 31, loss: 1.655265, train acc: 0.870419, train avg acc: 0.801868
Test 31, loss: 1.556030, test acc: 0.895462, test avg acc: 0.839640
Train 32, loss: 1.640941, train acc: 0.877341, train avg acc: 0.807816
Test 32, loss: 1.547055, test acc: 0.901945, test avg acc: 0.842372
Train 33, loss: 1.627273, train acc: 0.881718, train avg acc: 0.816224
Test 33, loss: 1.547145, test acc: 0.897893, test avg acc: 0.840343
Train 34, loss: 1.625217, train acc: 0.883652, train avg acc: 0.822002
Test 34, loss: 1.533316, test acc: 0.900729, test avg acc: 0.848849
Train 35, loss: 1.618484, train acc: 0.885790, train avg acc: 0.819814
Test 35, loss: 1.546390, test acc: 0.900324, test avg acc: 0.843733
Train 36, loss: 1.617708, train acc: 0.885281, train avg acc: 0.825345
Test 36, loss: 1.522347, test acc: 0.906807, test avg acc: 0.849512
Train 37, loss: 1.601499, train acc: 0.895155, train avg acc: 0.836344
Test 37, loss: 1.520886, test acc: 0.906402, test avg acc: 0.842756
Train 38, loss: 1.594503, train acc: 0.896682, train avg acc: 0.842478
Test 38, loss: 1.516114, test acc: 0.906402, test avg acc: 0.857808
Train 39, loss: 1.594059, train acc: 0.892610, train avg acc: 0.833424
Test 39, loss: 1.519281, test acc: 0.905997, test avg acc: 0.862669
Train 40, loss: 1.586011, train acc: 0.899837, train avg acc: 0.845913
Test 40, loss: 1.515126, test acc: 0.903566, test avg acc: 0.851802
Train 41, loss: 1.581141, train acc: 0.902687, train avg acc: 0.848887
Test 41, loss: 1.515311, test acc: 0.906402, test avg acc: 0.853552
Train 42, loss: 1.587520, train acc: 0.898921, train avg acc: 0.843912
Test 42, loss: 1.506066, test acc: 0.909643, test avg acc: 0.859343
Train 43, loss: 1.577098, train acc: 0.903196, train avg acc: 0.848165
Test 43, loss: 1.505792, test acc: 0.912075, test avg acc: 0.864256
Train 44, loss: 1.577025, train acc: 0.903909, train avg acc: 0.852215
Test 44, loss: 1.505428, test acc: 0.910859, test avg acc: 0.862797
Train 45, loss: 1.565510, train acc: 0.909202, train avg acc: 0.860827
Test 45, loss: 1.502877, test acc: 0.908833, test avg acc: 0.861547
Train 46, loss: 1.564121, train acc: 0.905741, train avg acc: 0.852471
Test 46, loss: 1.500537, test acc: 0.906402, test avg acc: 0.854797
Train 47, loss: 1.563219, train acc: 0.908795, train avg acc: 0.858681
Test 47, loss: 1.506886, test acc: 0.905997, test avg acc: 0.858384
Train 48, loss: 1.563437, train acc: 0.909507, train avg acc: 0.859268
Test 48, loss: 1.498924, test acc: 0.909238, test avg acc: 0.861587
Train 49, loss: 1.564949, train acc: 0.908286, train avg acc: 0.855671
Test 49, loss: 1.500299, test acc: 0.906807, test avg acc: 0.859047
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K10_mean', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K10_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.872771, test avg acc: 0.798058
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K10_mean', grid_samp=False, k=10, lr=0.001, model='dgcnn', model_path='checkpoints/K10_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.091572, test avg acc: 0.131750
Namespace(aggregation='mean', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K10_mean', grid_samp=False, k=10, lr=0.001, model='dgcnn', model_path='checkpoints/K10_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.912075, test avg acc: 0.864256
