Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=512, epochs=50, eval=False, exp_name='emb_512', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.791211, train acc: 0.431800, train avg acc: 0.255451
Train 22, loss: 1.612026, train acc: 0.888538, train avg acc: 0.828287
Test 22, loss: 1.524397, test acc: 0.896677, test avg acc: 0.839814
Train 23, loss: 1.601075, train acc: 0.891694, train avg acc: 0.829460
Test 23, loss: 1.568123, test acc: 0.896677, test avg acc: 0.858128
Train 24, loss: 1.589895, train acc: 0.898208, train avg acc: 0.843243
Test 24, loss: 1.521686, test acc: 0.896272, test avg acc: 0.850174
Train 25, loss: 1.581913, train acc: 0.902280, train avg acc: 0.850953
Test 25, loss: 1.532944, test acc: 0.895867, test avg acc: 0.838709
Train 26, loss: 1.569603, train acc: 0.903807, train avg acc: 0.848266
Test 26, loss: 1.524795, test acc: 0.900324, test avg acc: 0.843552
Train 27, loss: 1.566263, train acc: 0.904520, train avg acc: 0.848915
Test 27, loss: 1.526705, test acc: 0.893436, test avg acc: 0.858762
Train 28, loss: 1.560571, train acc: 0.907675, train avg acc: 0.857082
Test 28, loss: 1.496225, test acc: 0.909643, test avg acc: 0.863174
Train 29, loss: 1.549759, train acc: 0.913986, train avg acc: 0.868057
Test 29, loss: 1.504771, test acc: 0.907212, test avg acc: 0.862506
Train 30, loss: 1.541513, train acc: 0.915411, train avg acc: 0.867564
Test 30, loss: 1.500068, test acc: 0.909238, test avg acc: 0.867122
Train 31, loss: 1.535266, train acc: 0.916226, train avg acc: 0.872568
Test 31, loss: 1.488548, test acc: 0.912480, test avg acc: 0.865128
Train 32, loss: 1.530349, train acc: 0.923249, train avg acc: 0.880186
Test 32, loss: 1.495389, test acc: 0.907212, test avg acc: 0.865459
Train 33, loss: 1.523046, train acc: 0.923351, train avg acc: 0.882316
Test 33, loss: 1.489109, test acc: 0.906807, test avg acc: 0.866384
Train 34, loss: 1.514921, train acc: 0.927423, train avg acc: 0.887985
Test 34, loss: 1.479053, test acc: 0.914100, test avg acc: 0.867372
Train 35, loss: 1.511907, train acc: 0.928033, train avg acc: 0.886813
Test 35, loss: 1.479926, test acc: 0.914506, test avg acc: 0.873715
Train 36, loss: 1.503264, train acc: 0.929967, train avg acc: 0.889312
Test 36, loss: 1.478684, test acc: 0.911669, test avg acc: 0.877884
Train 37, loss: 1.499985, train acc: 0.932410, train avg acc: 0.894903
Test 37, loss: 1.470068, test acc: 0.921799, test avg acc: 0.884953
Train 38, loss: 1.497894, train acc: 0.935668, train avg acc: 0.899586
Test 38, loss: 1.470598, test acc: 0.918558, test avg acc: 0.876500
Train 39, loss: 1.492159, train acc: 0.935770, train avg acc: 0.899087
Test 39, loss: 1.473735, test acc: 0.915721, test avg acc: 0.879419
Train 40, loss: 1.484322, train acc: 0.937805, train avg acc: 0.904253
Test 40, loss: 1.468180, test acc: 0.914100, test avg acc: 0.867209
Train 41, loss: 1.480774, train acc: 0.939230, train avg acc: 0.905201
Test 41, loss: 1.465374, test acc: 0.920178, test avg acc: 0.881791
Train 42, loss: 1.478195, train acc: 0.943811, train avg acc: 0.911917
Test 42, loss: 1.461050, test acc: 0.920178, test avg acc: 0.884163
Train 43, loss: 1.473067, train acc: 0.943811, train avg acc: 0.912573
Test 43, loss: 1.461440, test acc: 0.921799, test avg acc: 0.887250
Train 44, loss: 1.473280, train acc: 0.944218, train avg acc: 0.912790
Test 44, loss: 1.460682, test acc: 0.921394, test avg acc: 0.884163
Train 45, loss: 1.470468, train acc: 0.947679, train avg acc: 0.919748
Test 45, loss: 1.464505, test acc: 0.922204, test avg acc: 0.886791
Train 46, loss: 1.472362, train acc: 0.943913, train avg acc: 0.910917
Test 46, loss: 1.460813, test acc: 0.920989, test avg acc: 0.882541
Train 47, loss: 1.470075, train acc: 0.945338, train avg acc: 0.913783
Test 47, loss: 1.460864, test acc: 0.923825, test avg acc: 0.887331
Train 48, loss: 1.471007, train acc: 0.944829, train avg acc: 0.913828
Test 48, loss: 1.458724, test acc: 0.920583, test avg acc: 0.885663
Train 49, loss: 1.469863, train acc: 0.943506, train avg acc: 0.912812
Test 49, loss: 1.458078, test acc: 0.920178, test avg acc: 0.884041
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='emb_512', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/emb_512/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=512, epochs=250, eval=True, exp_name='emb_512', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/emb_512/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.923825, test avg acc: 0.887331
