Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K40', k=40, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.827742, train acc: 0.417956, train avg acc: 0.239833
Train 32, loss: 1.475508, train acc: 0.942895, train avg acc: 0.911800
Test 32, loss: 1.473480, test acc: 0.920178, test avg acc: 0.875285
Train 33, loss: 1.473182, train acc: 0.943607, train avg acc: 0.909363
Test 33, loss: 1.474687, test acc: 0.918152, test avg acc: 0.884372
Train 34, loss: 1.464586, train acc: 0.946763, train avg acc: 0.919845
Test 34, loss: 1.463421, test acc: 0.919368, test avg acc: 0.885750
Train 35, loss: 1.462429, train acc: 0.949715, train avg acc: 0.921001
Test 35, loss: 1.467801, test acc: 0.914911, test avg acc: 0.880953
Train 36, loss: 1.456344, train acc: 0.950020, train avg acc: 0.919047
Test 36, loss: 1.458694, test acc: 0.920583, test avg acc: 0.892081
Train 37, loss: 1.452392, train acc: 0.951649, train avg acc: 0.927219
Test 37, loss: 1.454950, test acc: 0.923015, test avg acc: 0.893994
Train 38, loss: 1.443824, train acc: 0.955517, train avg acc: 0.929576
Test 38, loss: 1.463827, test acc: 0.916532, test avg acc: 0.888291
Train 39, loss: 1.441733, train acc: 0.956331, train avg acc: 0.931633
Test 39, loss: 1.455900, test acc: 0.921799, test avg acc: 0.888610
Train 40, loss: 1.438612, train acc: 0.957248, train avg acc: 0.933140
Test 40, loss: 1.445626, test acc: 0.924635, test avg acc: 0.888535
Train 41, loss: 1.433885, train acc: 0.959894, train avg acc: 0.934908
Test 41, loss: 1.447286, test acc: 0.925851, test avg acc: 0.893866
Train 42, loss: 1.434820, train acc: 0.958571, train avg acc: 0.934015
Test 42, loss: 1.450398, test acc: 0.921394, test avg acc: 0.887116
Train 43, loss: 1.426011, train acc: 0.962744, train avg acc: 0.942032
Test 43, loss: 1.452514, test acc: 0.921799, test avg acc: 0.889529
Train 44, loss: 1.427878, train acc: 0.963762, train avg acc: 0.942443
Test 44, loss: 1.449331, test acc: 0.922204, test avg acc: 0.887657
Train 45, loss: 1.419835, train acc: 0.965696, train avg acc: 0.947054
Test 45, loss: 1.450283, test acc: 0.920178, test avg acc: 0.886576
Train 46, loss: 1.417607, train acc: 0.967223, train avg acc: 0.948233
Test 46, loss: 1.447223, test acc: 0.922204, test avg acc: 0.887488
Train 47, loss: 1.419815, train acc: 0.967121, train avg acc: 0.949726
Test 47, loss: 1.451145, test acc: 0.918963, test avg acc: 0.886035
Train 48, loss: 1.419275, train acc: 0.966002, train avg acc: 0.946459
Test 48, loss: 1.447763, test acc: 0.919773, test avg acc: 0.886116
Train 49, loss: 1.422263, train acc: 0.963559, train avg acc: 0.943427
Test 49, loss: 1.452864, test acc: 0.917747, test avg acc: 0.885116
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K40/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.837520, test avg acc: 0.802291
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K40', k=40, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K40/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40', grid_samp=False, k=40, lr=0.001, model='dgcnn', model_path='checkpoints/K40/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.925851, test avg acc: 0.893866
