Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='P30', grid_samp=False, k=30, lr=0.001, model='pointnet', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.075352, train acc: 0.394137, train avg acc: 0.235712
Train 17, loss: 1.921554, train acc: 0.748880, train avg acc: 0.621488
Test 17, loss: 1.755807, test acc: 0.815235, test avg acc: 0.729302
Train 18, loss: 1.913259, train acc: 0.744809, train avg acc: 0.617830
Test 18, loss: 1.741486, test acc: 0.819692, test avg acc: 0.730773
Train 19, loss: 1.895945, train acc: 0.758754, train avg acc: 0.635377
Test 19, loss: 1.796148, test acc: 0.797407, test avg acc: 0.722192
Train 20, loss: 1.890199, train acc: 0.756107, train avg acc: 0.628440
Test 20, loss: 1.764077, test acc: 0.805916, test avg acc: 0.722703
Train 21, loss: 1.879668, train acc: 0.766490, train avg acc: 0.647470
Test 21, loss: 1.743117, test acc: 0.820908, test avg acc: 0.733983
Train 22, loss: 1.865417, train acc: 0.767915, train avg acc: 0.649115
Test 22, loss: 1.727163, test acc: 0.815235, test avg acc: 0.733523
Train 23, loss: 1.861766, train acc: 0.770257, train avg acc: 0.656856
Test 23, loss: 1.718116, test acc: 0.832658, test avg acc: 0.739157
Train 24, loss: 1.854949, train acc: 0.772496, train avg acc: 0.656198
Test 24, loss: 1.680509, test acc: 0.861426, test avg acc: 0.765506
Train 25, loss: 1.841986, train acc: 0.778705, train avg acc: 0.667982
Test 25, loss: 1.719147, test acc: 0.834279, test avg acc: 0.768744
Train 26, loss: 1.834757, train acc: 0.785322, train avg acc: 0.676614
Test 26, loss: 1.699468, test acc: 0.817666, test avg acc: 0.736029
Train 27, loss: 1.825314, train acc: 0.786238, train avg acc: 0.674188
Test 27, loss: 1.656635, test acc: 0.863452, test avg acc: 0.797605
Train 28, loss: 1.815549, train acc: 0.791327, train avg acc: 0.686045
Test 28, loss: 1.670569, test acc: 0.844408, test avg acc: 0.768895
Train 29, loss: 1.807332, train acc: 0.795908, train avg acc: 0.690097
Test 29, loss: 1.671258, test acc: 0.848460, test avg acc: 0.780157
Train 30, loss: 1.793992, train acc: 0.801507, train avg acc: 0.701165
Test 30, loss: 1.680891, test acc: 0.841167, test avg acc: 0.752762
Train 31, loss: 1.776211, train acc: 0.808225, train avg acc: 0.707094
Test 31, loss: 1.676585, test acc: 0.833063, test avg acc: 0.758959
Train 32, loss: 1.771992, train acc: 0.808428, train avg acc: 0.709004
Test 32, loss: 1.646342, test acc: 0.853323, test avg acc: 0.788291
Train 33, loss: 1.772366, train acc: 0.812195, train avg acc: 0.716016
Test 33, loss: 1.638406, test acc: 0.863047, test avg acc: 0.793547
Train 34, loss: 1.757457, train acc: 0.822781, train avg acc: 0.727566
Test 34, loss: 1.634430, test acc: 0.857374, test avg acc: 0.790337
Train 35, loss: 1.755651, train acc: 0.815656, train avg acc: 0.717124
Test 35, loss: 1.614637, test acc: 0.867099, test avg acc: 0.787599
Train 36, loss: 1.744256, train acc: 0.824715, train avg acc: 0.730123
Test 36, loss: 1.619237, test acc: 0.863452, test avg acc: 0.798640
Train 37, loss: 1.736078, train acc: 0.826853, train avg acc: 0.734212
Test 37, loss: 1.612766, test acc: 0.876013, test avg acc: 0.811878
Train 38, loss: 1.729268, train acc: 0.825835, train avg acc: 0.732552
Test 38, loss: 1.611606, test acc: 0.869935, test avg acc: 0.802558
Train 39, loss: 1.725860, train acc: 0.829703, train avg acc: 0.740280
Test 39, loss: 1.610790, test acc: 0.866694, test avg acc: 0.793593
Train 40, loss: 1.722840, train acc: 0.830008, train avg acc: 0.740324
Test 40, loss: 1.606981, test acc: 0.867099, test avg acc: 0.802924
Train 41, loss: 1.710452, train acc: 0.833062, train avg acc: 0.742824
Test 41, loss: 1.606334, test acc: 0.868720, test avg acc: 0.812256
Train 42, loss: 1.709200, train acc: 0.837846, train avg acc: 0.750699
Test 42, loss: 1.592654, test acc: 0.878039, test avg acc: 0.808965
Train 43, loss: 1.712028, train acc: 0.830517, train avg acc: 0.739331
Test 43, loss: 1.595929, test acc: 0.873582, test avg acc: 0.810930
Train 44, loss: 1.702375, train acc: 0.840391, train avg acc: 0.754010
Test 44, loss: 1.595362, test acc: 0.872771, test avg acc: 0.806552
Train 45, loss: 1.702942, train acc: 0.840289, train avg acc: 0.754938
Test 45, loss: 1.592150, test acc: 0.875203, test avg acc: 0.810215
Train 46, loss: 1.698870, train acc: 0.837439, train avg acc: 0.748455
Test 46, loss: 1.585730, test acc: 0.880875, test avg acc: 0.812837
Train 47, loss: 1.696816, train acc: 0.839271, train avg acc: 0.754615
Test 47, loss: 1.588672, test acc: 0.873582, test avg acc: 0.811337
Train 48, loss: 1.700354, train acc: 0.842427, train avg acc: 0.756949
Test 48, loss: 1.590321, test acc: 0.874797, test avg acc: 0.812169
Train 49, loss: 1.697803, train acc: 0.842936, train avg acc: 0.759662
Test 49, loss: 1.585557, test acc: 0.876823, test avg acc: 0.812297
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='P30', grid_samp=False, k=20, lr=0.001, model='pointnet', model_path='checkpoints/P30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.880875, test avg acc: 0.812837
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='P30', grid_samp=False, k=30, lr=0.001, model='pointnet', model_path='checkpoints/P30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.880875, test avg acc: 0.812837
