Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='P+10', grid_samp=False, k=10, lr=0.001, model='pointnetplus', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.883714, train acc: 0.392101, train avg acc: 0.216976
Train 14, loss: 1.908437, train acc: 0.759263, train avg acc: 0.633953
Test 14, loss: 1.729597, test acc: 0.825770, test avg acc: 0.709593
Train 15, loss: 1.897951, train acc: 0.765371, train avg acc: 0.638224
Test 15, loss: 1.774580, test acc: 0.791329, test avg acc: 0.681674
Train 16, loss: 1.886488, train acc: 0.769137, train avg acc: 0.645260
Test 16, loss: 1.767995, test acc: 0.813614, test avg acc: 0.719116
Train 17, loss: 1.865814, train acc: 0.777789, train avg acc: 0.657899
Test 17, loss: 1.716994, test acc: 0.829822, test avg acc: 0.745581
Train 18, loss: 1.863162, train acc: 0.774837, train avg acc: 0.652591
Test 18, loss: 1.720826, test acc: 0.819692, test avg acc: 0.747512
Train 19, loss: 1.847248, train acc: 0.784711, train avg acc: 0.668053
Test 19, loss: 1.720075, test acc: 0.821313, test avg acc: 0.740785
Train 20, loss: 1.841183, train acc: 0.785220, train avg acc: 0.668053
Test 20, loss: 1.703150, test acc: 0.839546, test avg acc: 0.758640
Train 21, loss: 1.837440, train acc: 0.787154, train avg acc: 0.675275
Test 21, loss: 1.707818, test acc: 0.816856, test avg acc: 0.725640
Train 22, loss: 1.819512, train acc: 0.793872, train avg acc: 0.681325
Test 22, loss: 1.651176, test acc: 0.857374, test avg acc: 0.749099
Train 23, loss: 1.806035, train acc: 0.802117, train avg acc: 0.688034
Test 23, loss: 1.668950, test acc: 0.839546, test avg acc: 0.748674
Train 24, loss: 1.797266, train acc: 0.806698, train avg acc: 0.696121
Test 24, loss: 1.642863, test acc: 0.859806, test avg acc: 0.763971
Train 25, loss: 1.782105, train acc: 0.812602, train avg acc: 0.706973
Test 25, loss: 1.639307, test acc: 0.860616, test avg acc: 0.772733
Train 26, loss: 1.773203, train acc: 0.815452, train avg acc: 0.715914
Test 26, loss: 1.635815, test acc: 0.854538, test avg acc: 0.742843
Train 27, loss: 1.771669, train acc: 0.819218, train avg acc: 0.716662
Test 27, loss: 1.614332, test acc: 0.868720, test avg acc: 0.787645
Train 28, loss: 1.756975, train acc: 0.824715, train avg acc: 0.727364
Test 28, loss: 1.626329, test acc: 0.861021, test avg acc: 0.761570
Train 29, loss: 1.746498, train acc: 0.825224, train avg acc: 0.724934
Test 29, loss: 1.606511, test acc: 0.871961, test avg acc: 0.789983
Train 30, loss: 1.738714, train acc: 0.831128, train avg acc: 0.737549
Test 30, loss: 1.598921, test acc: 0.871151, test avg acc: 0.795058
Train 31, loss: 1.729585, train acc: 0.838559, train avg acc: 0.750782
Test 31, loss: 1.610262, test acc: 0.871556, test avg acc: 0.811349
Train 32, loss: 1.727830, train acc: 0.834487, train avg acc: 0.745399
Test 32, loss: 1.595997, test acc: 0.874392, test avg acc: 0.800890
Train 33, loss: 1.719582, train acc: 0.833062, train avg acc: 0.738693
Test 33, loss: 1.595894, test acc: 0.874797, test avg acc: 0.804895
Train 34, loss: 1.699538, train acc: 0.847414, train avg acc: 0.759947
Test 34, loss: 1.594611, test acc: 0.879254, test avg acc: 0.807349
Train 35, loss: 1.700866, train acc: 0.843648, train avg acc: 0.756129
Test 35, loss: 1.585710, test acc: 0.876823, test avg acc: 0.794750
Train 36, loss: 1.690452, train acc: 0.852097, train avg acc: 0.769420
Test 36, loss: 1.572827, test acc: 0.880875, test avg acc: 0.811558
Train 37, loss: 1.682720, train acc: 0.852199, train avg acc: 0.771142
Test 37, loss: 1.582798, test acc: 0.880875, test avg acc: 0.802297
Train 38, loss: 1.673214, train acc: 0.858408, train avg acc: 0.775598
Test 38, loss: 1.563313, test acc: 0.884927, test avg acc: 0.823099
Train 39, loss: 1.669570, train acc: 0.863090, train avg acc: 0.784400
Test 39, loss: 1.563002, test acc: 0.880875, test avg acc: 0.817140
Train 40, loss: 1.659204, train acc: 0.862174, train avg acc: 0.782568
Test 40, loss: 1.551389, test acc: 0.893031, test avg acc: 0.828302
Train 41, loss: 1.658795, train acc: 0.861767, train avg acc: 0.784393
Test 41, loss: 1.555664, test acc: 0.881686, test avg acc: 0.810384
Train 42, loss: 1.651164, train acc: 0.865432, train avg acc: 0.791062
Test 42, loss: 1.553638, test acc: 0.890194, test avg acc: 0.823419
Train 43, loss: 1.650050, train acc: 0.867569, train avg acc: 0.791997
Test 43, loss: 1.545425, test acc: 0.888979, test avg acc: 0.823884
Train 44, loss: 1.644918, train acc: 0.870725, train avg acc: 0.797008
Test 44, loss: 1.541601, test acc: 0.895057, test avg acc: 0.832047
Train 45, loss: 1.639300, train acc: 0.873371, train avg acc: 0.794566
Test 45, loss: 1.543328, test acc: 0.890194, test avg acc: 0.826715
Train 46, loss: 1.645045, train acc: 0.870521, train avg acc: 0.797621
Test 46, loss: 1.538528, test acc: 0.891410, test avg acc: 0.826471
Train 47, loss: 1.639218, train acc: 0.873371, train avg acc: 0.798838
Test 47, loss: 1.540779, test acc: 0.891410, test avg acc: 0.831552
Train 48, loss: 1.634776, train acc: 0.873473, train avg acc: 0.803217
Test 48, loss: 1.538160, test acc: 0.894246, test avg acc: 0.828593
Train 49, loss: 1.641002, train acc: 0.874186, train avg acc: 0.801236
Test 49, loss: 1.537823, test acc: 0.893436, test avg acc: 0.831215
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='P+10', grid_samp=False, k=20, lr=0.001, model='pointnetplus', model_path='checkpoints/P+10/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.806726, test avg acc: 0.721593
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='P+10', grid_samp=False, k=10, lr=0.001, model='pointnetplus', model_path='checkpoints/P+10/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.895057, test avg acc: 0.832047
