Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='num_2048', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=2048, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.815952, train acc: 0.422842, train avg acc: 0.247617
Test 27, loss: 1.514539, test acc: 0.908833, test avg acc: 0.856884
Train 28, loss: 1.552041, train acc: 0.915411, train avg acc: 0.868720
Test 28, loss: 1.495709, test acc: 0.916937, test avg acc: 0.865535
Train 29, loss: 1.542665, train acc: 0.916226, train avg acc: 0.871943
Test 29, loss: 1.501506, test acc: 0.917747, test avg acc: 0.870337
Train 30, loss: 1.530375, train acc: 0.921926, train avg acc: 0.881677
Test 30, loss: 1.489821, test acc: 0.926661, test avg acc: 0.885913
Train 31, loss: 1.526702, train acc: 0.924776, train avg acc: 0.881216
Test 31, loss: 1.486360, test acc: 0.916532, test avg acc: 0.883715
Train 32, loss: 1.517215, train acc: 0.926608, train avg acc: 0.885440
Test 32, loss: 1.483116, test acc: 0.921799, test avg acc: 0.883297
Train 33, loss: 1.510133, train acc: 0.929255, train avg acc: 0.889107
Test 33, loss: 1.470752, test acc: 0.923015, test avg acc: 0.887209
Train 34, loss: 1.501469, train acc: 0.933123, train avg acc: 0.894943
Test 34, loss: 1.465002, test acc: 0.922204, test avg acc: 0.881709
Train 35, loss: 1.491489, train acc: 0.938518, train avg acc: 0.903794
Test 35, loss: 1.478316, test acc: 0.915316, test avg acc: 0.886587
Train 36, loss: 1.494638, train acc: 0.932818, train avg acc: 0.897860
Test 36, loss: 1.464153, test acc: 0.914506, test avg acc: 0.876831
Train 37, loss: 1.485354, train acc: 0.940656, train avg acc: 0.905721
Test 37, loss: 1.466567, test acc: 0.920989, test avg acc: 0.881657
Train 38, loss: 1.477234, train acc: 0.946050, train avg acc: 0.914645
Test 38, loss: 1.457839, test acc: 0.922609, test avg acc: 0.890326
Train 39, loss: 1.475288, train acc: 0.946356, train avg acc: 0.914726
Test 39, loss: 1.456214, test acc: 0.923825, test avg acc: 0.891122
Train 40, loss: 1.470194, train acc: 0.944829, train avg acc: 0.912909
Test 40, loss: 1.451485, test acc: 0.924635, test avg acc: 0.886320
Train 41, loss: 1.468114, train acc: 0.947883, train avg acc: 0.917521
Test 41, loss: 1.451541, test acc: 0.923420, test avg acc: 0.889831
Train 42, loss: 1.464512, train acc: 0.948493, train avg acc: 0.919919
Test 42, loss: 1.448820, test acc: 0.928687, test avg acc: 0.894163
Train 43, loss: 1.462744, train acc: 0.948901, train avg acc: 0.919996
Test 43, loss: 1.449611, test acc: 0.925446, test avg acc: 0.888744
Train 44, loss: 1.456749, train acc: 0.951547, train avg acc: 0.923607
Test 44, loss: 1.444802, test acc: 0.927472, test avg acc: 0.895453
Train 45, loss: 1.450120, train acc: 0.954296, train avg acc: 0.930279
Test 45, loss: 1.445986, test acc: 0.923015, test avg acc: 0.889663
Train 46, loss: 1.450060, train acc: 0.953787, train avg acc: 0.924953
Test 46, loss: 1.443186, test acc: 0.928282, test avg acc: 0.897076
Train 47, loss: 1.453274, train acc: 0.953278, train avg acc: 0.926340
Test 47, loss: 1.447576, test acc: 0.926661, test avg acc: 0.897994
Train 48, loss: 1.447641, train acc: 0.954092, train avg acc: 0.927502
Test 48, loss: 1.442902, test acc: 0.923825, test avg acc: 0.891203
Train 49, loss: 1.454617, train acc: 0.956026, train avg acc: 0.930892
Test 49, loss: 1.445204, test acc: 0.925041, test avg acc: 0.896994
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='num_2048', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/num_2048/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.879660, test avg acc: 0.830250
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='num_2048', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/num_2048/models/model.t7', momentum=0.9, no_cuda=False, num_points=2048, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.928687, test avg acc: 0.894163
