Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=256, epochs=50, eval=False, exp_name='emb_256', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.746703, train acc: 0.446763, train avg acc: 0.273603
Test 14, loss: 1.627247, test acc: 0.877229, test avg acc: 0.830366
Train 15, loss: 1.697127, train acc: 0.851995, train avg acc: 0.770883
Test 15, loss: 1.586632, test acc: 0.887358, test avg acc: 0.818052
Train 16, loss: 1.681959, train acc: 0.856576, train avg acc: 0.778353
Test 16, loss: 1.612169, test acc: 0.873582, test avg acc: 0.805390
Train 17, loss: 1.671147, train acc: 0.863498, train avg acc: 0.786326
Test 17, loss: 1.584065, test acc: 0.880875, test avg acc: 0.801337
Train 18, loss: 1.656343, train acc: 0.869401, train avg acc: 0.796419
Test 18, loss: 1.591148, test acc: 0.882901, test avg acc: 0.818814
Train 19, loss: 1.651473, train acc: 0.873880, train avg acc: 0.804355
Test 19, loss: 1.552090, test acc: 0.889384, test avg acc: 0.834140
Train 20, loss: 1.649867, train acc: 0.870623, train avg acc: 0.797994
Test 20, loss: 1.561883, test acc: 0.892626, test avg acc: 0.829297
Train 21, loss: 1.638299, train acc: 0.878868, train avg acc: 0.811087
Test 21, loss: 1.552088, test acc: 0.899514, test avg acc: 0.851058
Train 22, loss: 1.629324, train acc: 0.882838, train avg acc: 0.819070
Test 22, loss: 1.597313, test acc: 0.871556, test avg acc: 0.796860
Train 23, loss: 1.617341, train acc: 0.882940, train avg acc: 0.818075
Test 23, loss: 1.535023, test acc: 0.895867, test avg acc: 0.849634
Train 24, loss: 1.614763, train acc: 0.891796, train avg acc: 0.831431
Test 24, loss: 1.554471, test acc: 0.889384, test avg acc: 0.845797
Train 25, loss: 1.602259, train acc: 0.894544, train avg acc: 0.832744
Test 25, loss: 1.533907, test acc: 0.899514, test avg acc: 0.833547
Train 26, loss: 1.594378, train acc: 0.895358, train avg acc: 0.838309
Test 26, loss: 1.517037, test acc: 0.904376, test avg acc: 0.854930
Train 27, loss: 1.593494, train acc: 0.891185, train avg acc: 0.827943
Test 27, loss: 1.523164, test acc: 0.901540, test avg acc: 0.855959
Train 28, loss: 1.581545, train acc: 0.897700, train avg acc: 0.840132
Test 28, loss: 1.525030, test acc: 0.894652, test avg acc: 0.844913
Train 29, loss: 1.577058, train acc: 0.903400, train avg acc: 0.845761
Test 29, loss: 1.512442, test acc: 0.899919, test avg acc: 0.854669
Train 30, loss: 1.572545, train acc: 0.903298, train avg acc: 0.848161
Test 30, loss: 1.515596, test acc: 0.902350, test avg acc: 0.862843
Train 31, loss: 1.553653, train acc: 0.909100, train avg acc: 0.856622
Test 31, loss: 1.517269, test acc: 0.904781, test avg acc: 0.859081
Train 32, loss: 1.555401, train acc: 0.909914, train avg acc: 0.856199
Test 32, loss: 1.503468, test acc: 0.907618, test avg acc: 0.864541
Train 33, loss: 1.550709, train acc: 0.909406, train avg acc: 0.857511
Test 33, loss: 1.504300, test acc: 0.909643, test avg acc: 0.870390
Train 34, loss: 1.536859, train acc: 0.913986, train avg acc: 0.864770
Test 34, loss: 1.494853, test acc: 0.903971, test avg acc: 0.864006
Train 35, loss: 1.533169, train acc: 0.918058, train avg acc: 0.868270
Test 35, loss: 1.490177, test acc: 0.917342, test avg acc: 0.878587
Train 36, loss: 1.528322, train acc: 0.923351, train avg acc: 0.878940
Test 36, loss: 1.493742, test acc: 0.911669, test avg acc: 0.879424
Train 37, loss: 1.524246, train acc: 0.924369, train avg acc: 0.883132
Test 37, loss: 1.488695, test acc: 0.911669, test avg acc: 0.879506
Train 38, loss: 1.519009, train acc: 0.922333, train avg acc: 0.879433
Test 38, loss: 1.480808, test acc: 0.914506, test avg acc: 0.874000
Train 39, loss: 1.516918, train acc: 0.923453, train avg acc: 0.878865
Test 39, loss: 1.476927, test acc: 0.921799, test avg acc: 0.882285
Train 40, loss: 1.512312, train acc: 0.926099, train avg acc: 0.884110
Test 40, loss: 1.474304, test acc: 0.917342, test avg acc: 0.877378
Train 41, loss: 1.506989, train acc: 0.931800, train avg acc: 0.893170
Test 41, loss: 1.477049, test acc: 0.915721, test avg acc: 0.879459
Train 42, loss: 1.508412, train acc: 0.928644, train avg acc: 0.888972
Test 42, loss: 1.472339, test acc: 0.916937, test avg acc: 0.875791
Train 43, loss: 1.503627, train acc: 0.930578, train avg acc: 0.890309
Test 43, loss: 1.470205, test acc: 0.922204, test avg acc: 0.884872
Train 44, loss: 1.503463, train acc: 0.930375, train avg acc: 0.890612
Test 44, loss: 1.472964, test acc: 0.916126, test avg acc: 0.880541
Train 45, loss: 1.499122, train acc: 0.934853, train avg acc: 0.894807
Test 45, loss: 1.472631, test acc: 0.919368, test avg acc: 0.881831
Train 46, loss: 1.494995, train acc: 0.933734, train avg acc: 0.897267
Test 46, loss: 1.468171, test acc: 0.918963, test avg acc: 0.880419
Train 47, loss: 1.492424, train acc: 0.935973, train avg acc: 0.898721
Test 47, loss: 1.471417, test acc: 0.917747, test avg acc: 0.882628
Train 48, loss: 1.495784, train acc: 0.933530, train avg acc: 0.895045
Test 48, loss: 1.470574, test acc: 0.914506, test avg acc: 0.877419
Train 49, loss: 1.494878, train acc: 0.934955, train avg acc: 0.896566
Test 49, loss: 1.469746, test acc: 0.916937, test avg acc: 0.878837
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='emb_256', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/emb_256/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=256, epochs=250, eval=True, exp_name='emb_256', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/emb_256/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.921799, test avg acc: 0.884581
