Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K30', k=30, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.764894, train acc: 0.442488, train avg acc: 0.262249
Test 24, loss: 1.534909, test acc: 0.896677, test avg acc: 0.857064
Train 25, loss: 1.531670, train acc: 0.921926, train avg acc: 0.875598
Test 25, loss: 1.490490, test acc: 0.911669, test avg acc: 0.868378
Train 26, loss: 1.524193, train acc: 0.925387, train avg acc: 0.884297
Test 26, loss: 1.527176, test acc: 0.899514, test avg acc: 0.851244
Train 27, loss: 1.521260, train acc: 0.922638, train avg acc: 0.880748
Test 27, loss: 1.501027, test acc: 0.901540, test avg acc: 0.854965
Train 28, loss: 1.518684, train acc: 0.924776, train avg acc: 0.883964
Test 28, loss: 1.484708, test acc: 0.908833, test avg acc: 0.862297
Train 29, loss: 1.506141, train acc: 0.931393, train avg acc: 0.893371
Test 29, loss: 1.515671, test acc: 0.907618, test avg acc: 0.872843
Train 30, loss: 1.497340, train acc: 0.934548, train avg acc: 0.897626
Test 30, loss: 1.483737, test acc: 0.911669, test avg acc: 0.873622
Train 31, loss: 1.484053, train acc: 0.939434, train avg acc: 0.902560
Test 31, loss: 1.478244, test acc: 0.912885, test avg acc: 0.876180
Train 32, loss: 1.483575, train acc: 0.938213, train avg acc: 0.904449
Test 32, loss: 1.476823, test acc: 0.908428, test avg acc: 0.869674
Train 33, loss: 1.474729, train acc: 0.944015, train avg acc: 0.910925
Test 33, loss: 1.470947, test acc: 0.921799, test avg acc: 0.886622
Train 34, loss: 1.467635, train acc: 0.948697, train avg acc: 0.921058
Test 34, loss: 1.468165, test acc: 0.915316, test avg acc: 0.889506
Train 35, loss: 1.462131, train acc: 0.951344, train avg acc: 0.926889
Test 35, loss: 1.469512, test acc: 0.916937, test avg acc: 0.886215
Train 36, loss: 1.458448, train acc: 0.950733, train avg acc: 0.923180
Test 36, loss: 1.461904, test acc: 0.913695, test avg acc: 0.881087
Train 37, loss: 1.453164, train acc: 0.952260, train avg acc: 0.925140
Test 37, loss: 1.467721, test acc: 0.908428, test avg acc: 0.874174
Train 38, loss: 1.447937, train acc: 0.954499, train avg acc: 0.926811
Test 38, loss: 1.457274, test acc: 0.916126, test avg acc: 0.885837
Train 39, loss: 1.439922, train acc: 0.954906, train avg acc: 0.929730
Test 39, loss: 1.454683, test acc: 0.919368, test avg acc: 0.885715
Train 40, loss: 1.437190, train acc: 0.959182, train avg acc: 0.935870
Test 40, loss: 1.447371, test acc: 0.923420, test avg acc: 0.885169
Train 41, loss: 1.434526, train acc: 0.959385, train avg acc: 0.937038
Test 41, loss: 1.452719, test acc: 0.918558, test avg acc: 0.891337
Train 42, loss: 1.435458, train acc: 0.960098, train avg acc: 0.938218
Test 42, loss: 1.449610, test acc: 0.920989, test avg acc: 0.886041
Train 43, loss: 1.428660, train acc: 0.962846, train avg acc: 0.941875
Test 43, loss: 1.450306, test acc: 0.918558, test avg acc: 0.880372
Train 44, loss: 1.432664, train acc: 0.960098, train avg acc: 0.938278
Test 44, loss: 1.449280, test acc: 0.921394, test avg acc: 0.885122
Train 45, loss: 1.424723, train acc: 0.962948, train avg acc: 0.943906
Test 45, loss: 1.445642, test acc: 0.921394, test avg acc: 0.886372
Train 46, loss: 1.423270, train acc: 0.964373, train avg acc: 0.943411
Test 46, loss: 1.446987, test acc: 0.918558, test avg acc: 0.880041
Train 47, loss: 1.425153, train acc: 0.964984, train avg acc: 0.945192
Test 47, loss: 1.447729, test acc: 0.922204, test avg acc: 0.886831
Train 48, loss: 1.422575, train acc: 0.964984, train avg acc: 0.944170
Test 48, loss: 1.447472, test acc: 0.918152, test avg acc: 0.880959
Train 49, loss: 1.425907, train acc: 0.964169, train avg acc: 0.945267
Test 49, loss: 1.451246, test acc: 0.917747, test avg acc: 0.883913
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K30', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.899109, test avg acc: 0.857308
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K30', k=30, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K30', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K30', grid_samp=False, k=30, lr=0.001, model='dgcnn', model_path='checkpoints/K30/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.923420, test avg acc: 0.885169
