Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='num_256', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=256, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.772442, train acc: 0.438213, train avg acc: 0.263323
Test 13, loss: 1.599475, test acc: 0.876013, test avg acc: 0.810860
Train 14, loss: 1.673654, train acc: 0.860953, train avg acc: 0.782834
Test 14, loss: 1.609862, test acc: 0.866288, test avg acc: 0.797262
Train 15, loss: 1.655552, train acc: 0.868893, train avg acc: 0.793642
Test 15, loss: 1.590449, test acc: 0.882091, test avg acc: 0.816785
Train 16, loss: 1.646748, train acc: 0.870827, train avg acc: 0.798572
Test 16, loss: 1.614493, test acc: 0.869530, test avg acc: 0.821343
Train 17, loss: 1.638315, train acc: 0.876425, train avg acc: 0.809246
Test 17, loss: 1.582669, test acc: 0.879254, test avg acc: 0.803797
Train 18, loss: 1.631144, train acc: 0.877850, train avg acc: 0.810513
Test 18, loss: 1.567039, test acc: 0.891005, test avg acc: 0.826529
Train 19, loss: 1.623548, train acc: 0.881209, train avg acc: 0.813598
Test 19, loss: 1.583263, test acc: 0.886143, test avg acc: 0.838430
Train 20, loss: 1.615474, train acc: 0.885077, train avg acc: 0.819461
Test 20, loss: 1.576853, test acc: 0.887358, test avg acc: 0.847558
Train 21, loss: 1.597384, train acc: 0.894137, train avg acc: 0.835103
Test 21, loss: 1.566983, test acc: 0.878039, test avg acc: 0.841576
Train 22, loss: 1.593057, train acc: 0.895053, train avg acc: 0.835259
Test 22, loss: 1.532320, test acc: 0.897488, test avg acc: 0.847093
Train 23, loss: 1.589724, train acc: 0.893119, train avg acc: 0.834066
Test 23, loss: 1.552470, test acc: 0.894246, test avg acc: 0.857535
Train 24, loss: 1.571180, train acc: 0.900651, train avg acc: 0.844659
Test 24, loss: 1.575272, test acc: 0.888169, test avg acc: 0.846948
Train 25, loss: 1.568642, train acc: 0.906148, train avg acc: 0.856724
Test 25, loss: 1.526872, test acc: 0.901135, test avg acc: 0.853924
Train 26, loss: 1.559462, train acc: 0.904316, train avg acc: 0.850707
Test 26, loss: 1.539544, test acc: 0.886143, test avg acc: 0.829459
Train 27, loss: 1.556867, train acc: 0.908693, train avg acc: 0.855807
Test 27, loss: 1.542111, test acc: 0.887763, test avg acc: 0.844349
Train 28, loss: 1.547678, train acc: 0.914088, train avg acc: 0.869039
Test 28, loss: 1.516836, test acc: 0.903971, test avg acc: 0.852674
Train 29, loss: 1.539807, train acc: 0.914495, train avg acc: 0.866498
Test 29, loss: 1.513522, test acc: 0.907212, test avg acc: 0.862291
Train 30, loss: 1.528249, train acc: 0.920195, train avg acc: 0.875354
Test 30, loss: 1.504589, test acc: 0.906402, test avg acc: 0.855419
Train 31, loss: 1.520407, train acc: 0.919686, train avg acc: 0.875274
Test 31, loss: 1.510976, test acc: 0.901945, test avg acc: 0.861628
Train 32, loss: 1.511985, train acc: 0.929764, train avg acc: 0.889921
Test 32, loss: 1.498444, test acc: 0.905186, test avg acc: 0.854791
Train 33, loss: 1.509923, train acc: 0.927728, train avg acc: 0.886461
Test 33, loss: 1.487259, test acc: 0.910859, test avg acc: 0.865791
Train 34, loss: 1.496630, train acc: 0.934548, train avg acc: 0.898008
Test 34, loss: 1.506000, test acc: 0.899514, test avg acc: 0.858169
Train 35, loss: 1.497952, train acc: 0.929764, train avg acc: 0.891938
Test 35, loss: 1.504244, test acc: 0.903160, test avg acc: 0.869924
Train 36, loss: 1.489700, train acc: 0.935770, train avg acc: 0.900918
Test 36, loss: 1.481364, test acc: 0.911669, test avg acc: 0.870831
Train 37, loss: 1.482026, train acc: 0.938620, train avg acc: 0.901842
Test 37, loss: 1.489058, test acc: 0.903160, test avg acc: 0.862424
Train 38, loss: 1.478243, train acc: 0.938925, train avg acc: 0.902946
Test 38, loss: 1.493404, test acc: 0.903566, test avg acc: 0.867093
Train 39, loss: 1.471488, train acc: 0.944116, train avg acc: 0.909698
Test 39, loss: 1.488674, test acc: 0.910859, test avg acc: 0.877506
Train 40, loss: 1.469195, train acc: 0.944218, train avg acc: 0.913415
Test 40, loss: 1.485265, test acc: 0.906807, test avg acc: 0.865512
Train 41, loss: 1.466741, train acc: 0.944320, train avg acc: 0.912434
Test 41, loss: 1.482682, test acc: 0.910454, test avg acc: 0.873215
Train 42, loss: 1.463040, train acc: 0.945643, train avg acc: 0.916019
Test 42, loss: 1.475293, test acc: 0.912480, test avg acc: 0.872291
Train 43, loss: 1.461001, train acc: 0.947679, train avg acc: 0.917388
Test 43, loss: 1.478621, test acc: 0.910454, test avg acc: 0.868628
Train 44, loss: 1.455783, train acc: 0.950224, train avg acc: 0.920619
Test 44, loss: 1.474690, test acc: 0.912885, test avg acc: 0.873581
Train 45, loss: 1.452662, train acc: 0.951242, train avg acc: 0.925414
Test 45, loss: 1.476551, test acc: 0.912885, test avg acc: 0.871791
Train 46, loss: 1.449900, train acc: 0.951853, train avg acc: 0.924797
Test 46, loss: 1.474886, test acc: 0.911264, test avg acc: 0.871419
Train 47, loss: 1.452945, train acc: 0.952871, train avg acc: 0.926800
Test 47, loss: 1.477887, test acc: 0.910454, test avg acc: 0.872209
Train 48, loss: 1.447461, train acc: 0.950936, train avg acc: 0.922936
Test 48, loss: 1.475980, test acc: 0.912075, test avg acc: 0.876459
Train 49, loss: 1.448668, train acc: 0.955415, train avg acc: 0.930435
Test 49, loss: 1.477608, test acc: 0.910454, test avg acc: 0.873291
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='num_256', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/num_256/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.602512, test avg acc: 0.576913
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='num_256', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/num_256/models/model.t7', momentum=0.9, no_cuda=False, num_points=256, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.912885, test avg acc: 0.871791
