Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K40_mean', k=40, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.772788, train acc: 0.432614, train avg acc: 0.259445
Test 34, loss: 1.506723, test acc: 0.910454, test avg acc: 0.873541
Train 35, loss: 1.534401, train acc: 0.921621, train avg acc: 0.874399
Test 35, loss: 1.502091, test acc: 0.909643, test avg acc: 0.868831
Train 36, loss: 1.528415, train acc: 0.922638, train avg acc: 0.879750
Test 36, loss: 1.489476, test acc: 0.913290, test avg acc: 0.870366
Train 37, loss: 1.521431, train acc: 0.924471, train avg acc: 0.882283
Test 37, loss: 1.488558, test acc: 0.912885, test avg acc: 0.867291
Train 38, loss: 1.516167, train acc: 0.930171, train avg acc: 0.890380
Test 38, loss: 1.480846, test acc: 0.914506, test avg acc: 0.869244
Train 39, loss: 1.511986, train acc: 0.929051, train avg acc: 0.888993
Test 39, loss: 1.475208, test acc: 0.917342, test avg acc: 0.871709
Train 40, loss: 1.504277, train acc: 0.935057, train avg acc: 0.894460
Test 40, loss: 1.475114, test acc: 0.922609, test avg acc: 0.874913
Train 41, loss: 1.498004, train acc: 0.936584, train avg acc: 0.899505
Test 41, loss: 1.478877, test acc: 0.912075, test avg acc: 0.873209
Train 42, loss: 1.499853, train acc: 0.935362, train avg acc: 0.898388
Test 42, loss: 1.476364, test acc: 0.914100, test avg acc: 0.874337
Train 43, loss: 1.490888, train acc: 0.938823, train avg acc: 0.905179
Test 43, loss: 1.474089, test acc: 0.918152, test avg acc: 0.874041
Train 44, loss: 1.493590, train acc: 0.937704, train avg acc: 0.902172
Test 44, loss: 1.471934, test acc: 0.920583, test avg acc: 0.871907
Train 45, loss: 1.485447, train acc: 0.942488, train avg acc: 0.910708
Test 45, loss: 1.473178, test acc: 0.915316, test avg acc: 0.869169
Train 46, loss: 1.483076, train acc: 0.942182, train avg acc: 0.908831
Test 46, loss: 1.469876, test acc: 0.916937, test avg acc: 0.869209
Train 47, loss: 1.482625, train acc: 0.943099, train avg acc: 0.909482
Test 47, loss: 1.471890, test acc: 0.916532, test avg acc: 0.875959
Train 48, loss: 1.481667, train acc: 0.942691, train avg acc: 0.908648
Test 48, loss: 1.467827, test acc: 0.918558, test avg acc: 0.875250
Train 49, loss: 1.481388, train acc: 0.944116, train avg acc: 0.913536
Test 49, loss: 1.470903, test acc: 0.917747, test avg acc: 0.877750
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40_mean', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K40_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.852917, test avg acc: 0.813657
Namespace(aggregation='mean', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40_mean', grid_samp=False, k=40, lr=0.001, model='dgcnn', model_path='checkpoints/K40_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='mean', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K40_mean', grid_samp=False, k=40, lr=0.001, model='dgcnn', model_path='checkpoints/K40_mean/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=8, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.922609, test avg acc: 0.874913
