Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K20_sum', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.836867, train acc: 0.415920, train avg acc: 0.241044
Test 23, loss: 1.570909, test acc: 0.894246, test avg acc: 0.830250
Train 24, loss: 1.653707, train acc: 0.867773, train avg acc: 0.795211
Test 24, loss: 1.590021, test acc: 0.876823, test avg acc: 0.818988
Train 25, loss: 1.647493, train acc: 0.875204, train avg acc: 0.809743
Test 25, loss: 1.551271, test acc: 0.903566, test avg acc: 0.835680
Train 26, loss: 1.634805, train acc: 0.878156, train avg acc: 0.812773
Test 26, loss: 1.565150, test acc: 0.891410, test avg acc: 0.833047
Train 27, loss: 1.627324, train acc: 0.882431, train avg acc: 0.821064
Test 27, loss: 1.564867, test acc: 0.890600, test avg acc: 0.826483
Train 28, loss: 1.619578, train acc: 0.885485, train avg acc: 0.820637
Test 28, loss: 1.589657, test acc: 0.882091, test avg acc: 0.815163
Train 29, loss: 1.617966, train acc: 0.886299, train avg acc: 0.825149
Test 29, loss: 1.532037, test acc: 0.906402, test avg acc: 0.848209
Train 30, loss: 1.605949, train acc: 0.893933, train avg acc: 0.834994
Test 30, loss: 1.524766, test acc: 0.906807, test avg acc: 0.852576
Train 31, loss: 1.597265, train acc: 0.895562, train avg acc: 0.835155
Test 31, loss: 1.546893, test acc: 0.893031, test avg acc: 0.841110
Train 32, loss: 1.581385, train acc: 0.904418, train avg acc: 0.849800
Test 32, loss: 1.547158, test acc: 0.891005, test avg acc: 0.828791
Train 33, loss: 1.583652, train acc: 0.901568, train avg acc: 0.847373
Test 33, loss: 1.515353, test acc: 0.911669, test avg acc: 0.864953
Train 34, loss: 1.568691, train acc: 0.903705, train avg acc: 0.849005
Test 34, loss: 1.507847, test acc: 0.913290, test avg acc: 0.865331
Train 35, loss: 1.562115, train acc: 0.909202, train avg acc: 0.861687
Test 35, loss: 1.514403, test acc: 0.909238, test avg acc: 0.858041
Train 36, loss: 1.557342, train acc: 0.909100, train avg acc: 0.862315
Test 36, loss: 1.510832, test acc: 0.912075, test avg acc: 0.864965
Train 37, loss: 1.552012, train acc: 0.915106, train avg acc: 0.865983
Test 37, loss: 1.492075, test acc: 0.912885, test avg acc: 0.860791
Train 38, loss: 1.537210, train acc: 0.919890, train avg acc: 0.874907
Test 38, loss: 1.497208, test acc: 0.906402, test avg acc: 0.856250
Train 39, loss: 1.537611, train acc: 0.921213, train avg acc: 0.874396
Test 39, loss: 1.488896, test acc: 0.913695, test avg acc: 0.868419
Train 40, loss: 1.531904, train acc: 0.921213, train avg acc: 0.875613
Test 40, loss: 1.484558, test acc: 0.913695, test avg acc: 0.865459
Train 41, loss: 1.530461, train acc: 0.921519, train avg acc: 0.877381
Test 41, loss: 1.486052, test acc: 0.913695, test avg acc: 0.871459
Train 42, loss: 1.520544, train acc: 0.930680, train avg acc: 0.891065
Test 42, loss: 1.478712, test acc: 0.918558, test avg acc: 0.871622
Train 43, loss: 1.519868, train acc: 0.927728, train avg acc: 0.885790
Test 43, loss: 1.480081, test acc: 0.918152, test avg acc: 0.876791
Train 44, loss: 1.519704, train acc: 0.927423, train avg acc: 0.887277
Test 44, loss: 1.477862, test acc: 0.915721, test avg acc: 0.870041
Train 45, loss: 1.516823, train acc: 0.930171, train avg acc: 0.891961
Test 45, loss: 1.477346, test acc: 0.916532, test avg acc: 0.868953
Train 46, loss: 1.512493, train acc: 0.932003, train avg acc: 0.891488
Test 46, loss: 1.476122, test acc: 0.918152, test avg acc: 0.873163
Train 47, loss: 1.510016, train acc: 0.930069, train avg acc: 0.891698
Test 47, loss: 1.476699, test acc: 0.914506, test avg acc: 0.864872
Train 48, loss: 1.506220, train acc: 0.932309, train avg acc: 0.895843
Test 48, loss: 1.474334, test acc: 0.916532, test avg acc: 0.873122
Train 49, loss: 1.511131, train acc: 0.931494, train avg acc: 0.893356
Test 49, loss: 1.478459, test acc: 0.916937, test avg acc: 0.873331
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K20_sum', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K20_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.918558, test avg acc: 0.871622
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K20_sum', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K20_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.040519, test avg acc: 0.025000
Namespace(aggregation='sum', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K20_sum', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K20_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.918558, test avg acc: 0.871622
