Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K15', k=15, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.820333, train acc: 0.422435, train avg acc: 0.246193
Train 16, loss: 1.660544, train acc: 0.868282, train avg acc: 0.791843
Test 16, loss: 1.579084, test acc: 0.886953, test avg acc: 0.828140
Train 17, loss: 1.648048, train acc: 0.875916, train avg acc: 0.809050
Test 17, loss: 1.564157, test acc: 0.891005, test avg acc: 0.829099
Train 18, loss: 1.635633, train acc: 0.879173, train avg acc: 0.809886
Test 18, loss: 1.561856, test acc: 0.899109, test avg acc: 0.827512
Train 19, loss: 1.633940, train acc: 0.880395, train avg acc: 0.811323
Test 19, loss: 1.600801, test acc: 0.879660, test avg acc: 0.837017
Train 20, loss: 1.621797, train acc: 0.885077, train avg acc: 0.819242
Test 20, loss: 1.549956, test acc: 0.893031, test avg acc: 0.842180
Train 21, loss: 1.601602, train acc: 0.891796, train avg acc: 0.834004
Test 21, loss: 1.570933, test acc: 0.882901, test avg acc: 0.820599
Train 22, loss: 1.602174, train acc: 0.891490, train avg acc: 0.831985
Test 22, loss: 1.520486, test acc: 0.906807, test avg acc: 0.851541
Train 23, loss: 1.593370, train acc: 0.897801, train avg acc: 0.843182
Test 23, loss: 1.561843, test acc: 0.889789, test avg acc: 0.846419
Train 24, loss: 1.583152, train acc: 0.901059, train avg acc: 0.845818
Test 24, loss: 1.565891, test acc: 0.892626, test avg acc: 0.854110
Train 25, loss: 1.576041, train acc: 0.904825, train avg acc: 0.850903
Test 25, loss: 1.516135, test acc: 0.901135, test avg acc: 0.848593
Train 26, loss: 1.566628, train acc: 0.903705, train avg acc: 0.852633
Test 26, loss: 1.512729, test acc: 0.910049, test avg acc: 0.860215
Train 27, loss: 1.559866, train acc: 0.910525, train avg acc: 0.860638
Test 27, loss: 1.514507, test acc: 0.912075, test avg acc: 0.871471
Train 28, loss: 1.553737, train acc: 0.908998, train avg acc: 0.857419
Test 28, loss: 1.508330, test acc: 0.908428, test avg acc: 0.861291
Train 29, loss: 1.541832, train acc: 0.917243, train avg acc: 0.870719
Test 29, loss: 1.520011, test acc: 0.903160, test avg acc: 0.869384
Train 30, loss: 1.538947, train acc: 0.916836, train avg acc: 0.869470
Test 30, loss: 1.492097, test acc: 0.909238, test avg acc: 0.869297
Train 31, loss: 1.524470, train acc: 0.924776, train avg acc: 0.881258
Test 31, loss: 1.502263, test acc: 0.910049, test avg acc: 0.875256
Train 32, loss: 1.517651, train acc: 0.928644, train avg acc: 0.888897
Test 32, loss: 1.482900, test acc: 0.919773, test avg acc: 0.879047
Train 33, loss: 1.511809, train acc: 0.928644, train avg acc: 0.887269
Test 33, loss: 1.481622, test acc: 0.918963, test avg acc: 0.870203
Train 34, loss: 1.509292, train acc: 0.929357, train avg acc: 0.890504
Test 34, loss: 1.480448, test acc: 0.914100, test avg acc: 0.878006
Train 35, loss: 1.498990, train acc: 0.935770, train avg acc: 0.898590
Test 35, loss: 1.484064, test acc: 0.910454, test avg acc: 0.877215
Train 36, loss: 1.496465, train acc: 0.933225, train avg acc: 0.896352
Test 36, loss: 1.471610, test acc: 0.918963, test avg acc: 0.885669
Train 37, loss: 1.493809, train acc: 0.936075, train avg acc: 0.901945
Test 37, loss: 1.472961, test acc: 0.915721, test avg acc: 0.885587
Train 38, loss: 1.483756, train acc: 0.939739, train avg acc: 0.907417
Test 38, loss: 1.471339, test acc: 0.915721, test avg acc: 0.883459
Train 39, loss: 1.477852, train acc: 0.943607, train avg acc: 0.910675
Test 39, loss: 1.462841, test acc: 0.918558, test avg acc: 0.884419
Train 40, loss: 1.476498, train acc: 0.943506, train avg acc: 0.910366
Test 40, loss: 1.457952, test acc: 0.922204, test avg acc: 0.888628
Train 41, loss: 1.471223, train acc: 0.941877, train avg acc: 0.907427
Test 41, loss: 1.459408, test acc: 0.922204, test avg acc: 0.886831
Train 42, loss: 1.469026, train acc: 0.945643, train avg acc: 0.912855
Test 42, loss: 1.454858, test acc: 0.921799, test avg acc: 0.885291
Train 43, loss: 1.464702, train acc: 0.947476, train avg acc: 0.916820
Test 43, loss: 1.456189, test acc: 0.920989, test avg acc: 0.886913
Train 44, loss: 1.462617, train acc: 0.947374, train avg acc: 0.920035
Test 44, loss: 1.455788, test acc: 0.921799, test avg acc: 0.889291
Train 45, loss: 1.456828, train acc: 0.952158, train avg acc: 0.925284
Test 45, loss: 1.452709, test acc: 0.921394, test avg acc: 0.890209
Train 46, loss: 1.455557, train acc: 0.946559, train avg acc: 0.914406
Test 46, loss: 1.451218, test acc: 0.921394, test avg acc: 0.890203
Train 47, loss: 1.462058, train acc: 0.949104, train avg acc: 0.919363
Test 47, loss: 1.456322, test acc: 0.920583, test avg acc: 0.889831
Train 48, loss: 1.454675, train acc: 0.953074, train avg acc: 0.924577
Test 48, loss: 1.452851, test acc: 0.918963, test avg acc: 0.887500
Train 49, loss: 1.455378, train acc: 0.950936, train avg acc: 0.924217
Test 49, loss: 1.454524, test acc: 0.921394, test avg acc: 0.890413
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K15', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K15/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.908833, test avg acc: 0.871471
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K15', k=15, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K15', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K15/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K15', grid_samp=False, k=15, lr=0.001, model='dgcnn', model_path='checkpoints/K15/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.922204, test avg acc: 0.886831
